0,0,1,0,0,1,4.334598064422607
-1,-1,1,0,1,1,2.8632562160491943
-1,-1,1,0,1,1,3.4981801509857178
0,-1,0,1,1,0,2.314211130142212
-1,-1,0,1,1,1,3.1645190715789795
-1,-1,1,0,1,1,3.3601720333099365
0,0,1,0,0,1,5.444692850112915
0,-1,1,0,0,0,2.400000810623169
0,-1,1,0,1,1,3.029871702194214
-1,0,0,1,1,1,5.898262023925781
-1,0,1,0,0,1,4.479852199554443
0,-1,1,1,0,0,2.2837610244750977
-1,-1,1,0,0,1,3.5134470462799072
0,-1,1,0,0,1,2.575282096862793
-1,-1,1,0,1,1,3.098814010620117
0,-1,1,0,1,1,3.0296738147735596
-1,0,1,1,1,0,6.87088418006897
0,-1,1,1,0,0,2.8746631145477295
0,-1,0,0,1,1,2.484929084777832
0,-1,1,0,0,0,3.152944803237915
-1,0,1,0,0,1,4.278034925460815
-1,0,1,0,0,1,5.178225755691528
0,-1,1,0,1,0,3.054997205734253
0,-1,0,0,0,0,2.459907054901123
-1,0,1,1,0,1,5.488780736923218
0,-1,0,1,1,0,2.2550971508026123
0,-1,1,1,1,0,2.588545083999634
-1,-1,1,1,1,0,2.183044910430908
-1,-1,1,0,1,0,2.8163859844207764
0,-1,1,1,0,1,2.7354230880737305
0,-1,1,0,1,0,2.5442869663238525
0,-1,1,1,1,0,3.5127971172332764
0,-1,1,1,0,0,2.5496790409088135
0,-1,1,1,0,0,3.473245859146118
-1,0,0,1,0,1,4.549937009811401
-1,0,1,1,0,0,3.9144251346588135
0,-1,1,1,0,0,2.565294027328491
-1,0,0,1,1,1,4.392051935195923
0,0,1,1,1,1,8.399585247039795
-1,-1,1,0,1,1,3.4656670093536377
-1,0,-1,0,1,-1,3.767414093017578
1,1,1,-1,1,-1,67.69593286514282
1,0,0,1,-1,-1,4.193710088729858
1,-1,-1,1,0,-1,3.4575071334838867
1,-1,1,-1,0,-1,1.8967339992523193
-1,1,-1,-1,-1,-1,13.687485933303833
1,0,0,0,1,0,3.950435161590576
-1,-1,-1,-1,0,1,1.9990909099578857
1,1,1,1,-1,-1,8.238950252532959
1,-1,0,0,1,-1,2.6634891033172607
0,0,0,-1,1,-1,2.1891908645629883
-1,1,1,-1,-1,1,261.2556359767914
0,1,1,1,1,1,17.213037967681885
0,0,0,1,-1,1,4.627968788146973
1,-1,-1,0,0,1,4.629149913787842
-1,-1,1,0,0,0,1.9927518367767334
0,-1,1,0,-1,-1,2.486502170562744
1,1,0,1,0,0,10.265107870101929
-1,-1,-1,1,-1,0,4.559324026107788
1,0,-1,1,1,-1,3.763338088989258
0,1,0,-1,0,1,266.17249512672424
1,0,-1,0,-1,0,4.876702070236206
-1,0,-1,-1,-1,-1,5.70725679397583
1,1,1,0,1,-1,35.02176380157471
1,-1,-1,0,0,-1,2.8052611351013184
-1,-1,-1,1,0,1,1.9934790134429932
-1,0,1,-1,0,0,5.03626012802124
-1,0,0,-1,0,-1,2.8656930923461914
-1,1,1,-1,0,1,29.672774076461792
0,1,-1,-1,-1,0,6.797919034957886
-1,-1,0,1,-1,-1,2.1181700229644775
1,1,0,-1,-1,-1,5.556817054748535
1,0,-1,0,-1,1,2.882190704345703
-1,0,1,1,-1,1,4.032646894454956
0,-1,0,0,-1,1,2.036818027496338
0,1,1,0,0,1,19.04912281036377
0,0,0,0,-1,-1,4.90971302986145
-1,-1,-1,-1,1,0,2.2488067150115967
0,-1,1,0,0,-1,2.1239681243896484
-1,-1,0,0,1,0,2.353487014770508
1,0,1,1,-1,1,3.7040679454803467
1,0,0,1,-1,-1,4.9023706912994385
0,-1,0,0,1,1,3.1314401626586914
1,0,0,-1,-1,0,5.007427215576172
-1,1,1,0,-1,1,43.287527084350586
0,1,-1,1,0,1,7.872777938842773
1,0,0,-1,1,0,3.713937997817993
1,0,0,-1,0,0,3.441833972930908
1,-1,1,0,1,-1,1.9530680179595947
0,1,-1,0,-1,0,11.993452072143555
1,1,-1,1,0,0,4.17659592628479
0,-1,1,-1,-1,1,2.517700672149658
-1,0,1,-1,1,1,10.134953022003174
0,-1,1,0,1,0,3.121769905090332
0,-1,0,0,1,0,2.730343818664551
-1,0,0,0,0,-1,3.945826768875122
1,-1,1,1,0,-1,2.778386116027832
-1,1,-1,0,1,1,18.906440019607544
0,0,1,1,0,0,3.8785243034362793
-1,-1,1,0,0,1,3.296764850616455
-1,1,0,-1,1,0,1052.9004921913147
1,0,1,0,1,0,9.78242564201355
1,-1,-1,0,0,-1,3.5016720294952393
1,-1,0,-1,-1,0,2.8168249130249023
-1,-1,0,1,0,-1,3.6266849040985107
-1,0,0,0,0,-1,4.285362005233765
-1,-1,0,-1,1,1,2.470827102661133
0,0,0,-1,0,0,3.249501943588257
1,0,0,0,1,1,6.4756550788879395
0,1,-1,1,-1,-1,13.906193256378174
0,-1,-1,0,-1,-1,6.716010332107544
0,0,-1,1,1,1,3.5534372329711914
0,-1,0,1,-1,1,2.109809160232544
0,0,0,-1,1,-1,3.205418825149536
1,0,-1,-1,0,1,3.390316963195801
-1,1,0,1,0,1,17.340181827545166
-1,1,1,1,0,-1,10.769150972366333
0,-1,-1,0,0,0,2.4061038494110107
-1,0,1,0,-1,-1,3.854433059692383
0,1,-1,1,1,1,21.106257915496826
1,1,-1,1,0,0,5.237954139709473
0,0,-1,1,0,-1,4.6966118812561035
1,1,-1,1,0,1,8.607688188552856
0,0,0,-1,-1,1,1.9255828857421875
1,-1,-1,0,0,1,3.131237030029297
-1,-1,-1,-1,-1,1,3.4355220794677734
1,1,1,-1,1,1,85.23946189880371
-1,-1,0,0,1,1,3.329535961151123
